ID_Job_Ref;ID_Job_Title;salary_usd;ID_salary_currency;ID_experience_level;ID_employment_type;company_location;ID_company_size;employee_residence;miran;required_skills;ID_education_required;years_experience;ID_industry;posting_date;application_deadline;job_description_length;benefits_score;ID_company_name
AI00183;15;83226;3;1;3;Ireland;3;Israel;1;SQL, Docker, Linux, GCP;3;7;13;19/11/2024;2/1/2025;1227;7.9;7
AI00184;3;46995;3;4;3;Austria;3;Austria;3;PyTorch, NLP, MLOps, Azure;3;1;14;7/7/2024;1/8/2024;1212;5.9;11
AI00185;4;275296;3;4;4;Switzerland;1;Switzerland;1;Docker, Azure, NLP;1;14;3;6/2/2024;14/3/2024;1483;7;4
AI00186;12;300422;3;2;1;Denmark;2;India;3;Python, TensorFlow, R;2;11;13;30/9/2024;18/11/2024;2385;9.9;5
AI00187;3;116704;3;1;4;Canada;1;Canada;3;SQL, PyTorch, NLP, Data Visualization;2;2;14;30/3/2024;15/4/2024;1540;9.8;11
AI00188;6;98422;3;4;4;United States;1;United States;1;Java, Python, Mathematics;4;0;6;23/5/2024;7/7/2024;673;9.4;3
AI00189;15;210249;3;2;2;Norway;2;Singapore;3;Mathematics, Docker, Deep Learning;3;15;9;20/12/2024;15/2/2025;1219;6.4;1
AI00190;17;67708;3;4;2;South Korea;3;France;1;NLP, R, Scala, Computer Vision, Azure;3;3;4;10/6/2024;20/7/2024;1393;7.6;13
AI00191;10;95796;3;4;4;Austria;3;Austria;3;Python, TensorFlow, Scala, AWS;3;13;7;15/10/2024;25/12/2024;1933;5.8;13
AI00192;13;229098;3;4;1;Denmark;1;China;2;PyTorch, SQL, Kubernetes, Git, Java;3;17;3;1/2/2024;25/3/2024;2004;8.5;11
AI00193;16;134300;3;1;1;Ireland;3;Ireland;2;Java, Python, Deep Learning, Statistics;3;11;1;14/7/2024;16/9/2024;2111;5;10
AI00194;6;74408;1;4;3;Australia;2;Norway;3;TensorFlow, Docker, R, NLP, Java;1;1;11;7/8/2024;24/9/2024;1036;7.9;2
AI00195;1;201971;1;4;1;Netherlands;2;Australia;1;Java, Scala, Tableau;4;13;6;17/7/2024;11/9/2024;991;6.8;10
AI00196;5;180764;3;1;1;France;3;France;3;GCP, TensorFlow, Data Visualization;3;17;13;17/2/2025;16/3/2025;1244;7.6;12
AI00197;18;49644;3;3;1;China;1;Canada;3;Linux, PyTorch, TensorFlow, Azure, Python;2;0;10;15/2/2025;26/3/2025;2266;5.5;15
AI00198;3;89115;3;1;4;South Korea;2;South Korea;2;MLOps, Python, Linux, NLP;3;7;11;22/3/2025;19/5/2025;684;6.3;10
AI00199;5;38540;3;3;3;Austria;3;Austria;1;Linux, Kubernetes, Spark, Java;1;1;8;29/1/2025;27/2/2025;2144;7.6;5
AI00200;3;180252;1;1;3;United States;1;United States;2;TensorFlow, Kubernetes, SQL, Linux, Mathematics;3;7;6;14/2/2024;7/4/2024;1711;6.3;15
AI00201;20;56585;3;3;2;Netherlands;3;Netherlands;1;MLOps, Java, AWS, NLP, PyTorch;3;1;3;25/10/2024;13/11/2024;1647;6.1;14
AI00202;6;103942;2;3;2;Sweden;2;Sweden;1;Statistics, Python, TensorFlow;4;5;1;7/2/2025;6/3/2025;1636;5.5;13
AI00203;7;176009;3;2;1;United Kingdom;1;United Kingdom;2;PyTorch, SQL, TensorFlow, Git, Azure;2;9;5;25/2/2024;31/3/2024;2270;6.6;6
AI00204;6;59056;3;2;3;Ireland;2;Ireland;2;Scala, SQL, Deep Learning, Statistics, GCP;1;2;14;23/8/2024;18/10/2024;2262;6;15
AI00205;2;76940;2;3;1;Austria;2;Austria;1;AWS, Scala, Docker;1;3;15;29/3/2025;31/5/2025;1948;7.5;9
AI00206;14;110341;2;2;2;United Kingdom;2;Canada;1;Spark, Kubernetes, Mathematics;4;7;7;20/3/2025;8/5/2025;2231;5.6;7
AI00207;11;102922;3;1;3;United Kingdom;1;United Kingdom;1;Python, SQL, Git;1;4;11;14/6/2024;5/7/2024;773;7.4;14
AI00208;15;44130;3;3;1;Japan;3;Switzerland;1;Python, GCP, Docker, Git, Java;3;0;8;22/11/2024;20/12/2024;2330;8.7;7
AI00209;10;128112;1;1;1;Singapore;1;Singapore;3;Mathematics, Hadoop, Tableau;1;5;4;26/11/2024;20/1/2025;2129;9.3;7
AI00210;9;48892;2;2;1;France;2;Ireland;3;Linux, Python, NLP;2;0;14;8/10/2024;9/12/2024;2296;6.6;16
AI00211;19;127478;3;3;2;United Kingdom;1;United Kingdom;2;Java, Docker, Hadoop;3;4;6;26/3/2025;29/4/2025;2495;7.8;3
AI00212;4;100524;3;1;3;Finland;2;Finland;1;Python, Kubernetes, Statistics, TensorFlow;4;6;6;29/3/2024;25/5/2024;1274;5.6;2
AI00213;12;45429;3;2;3;Japan;1;Netherlands;1;GCP, Deep Learning, Python, MLOps;1;0;5;14/9/2024;30/9/2024;1854;6.8;11
AI00214;16;62262;3;2;3;Austria;1;France;3;R, SQL, AWS, MLOps, Data Visualization;2;4;9;19/3/2025;7/4/2025;1358;9.4;6
AI00215;6;68595;3;4;4;China;3;China;2;Azure, Python, TensorFlow, Data Visualization;3;4;2;30/1/2024;29/2/2024;1954;7.5;7
AI00216;5;301038;3;1;1;Norway;2;Norway;2;GCP, Azure, Deep Learning, Spark, SQL;4;18;7;15/4/2025;13/5/2025;1248;5.5;10
AI00217;20;46253;3;1;4;China;2;China;1;MLOps, Data Visualization, Git, TensorFlow, Hadoop;1;1;4;15/4/2025;30/5/2025;854;7.9;9
AI00218;17;59644;3;2;4;Australia;2;Australia;1;R, Docker, GCP, Java;1;0;8;20/4/2024;27/5/2024;646;8.7;4
AI00219;18;53960;1;1;4;Finland;2;Finland;1;PyTorch, MLOps, Computer Vision, AWS, Deep Learning;3;3;12;15/7/2024;16/8/2024;1401;9.7;9
AI00220;8;94894;3;3;1;Netherlands;1;Netherlands;2;AWS, Hadoop, Python, Scala, Computer Vision;1;1;13;2/3/2025;13/4/2025;1931;8.5;15
AI00221;7;91611;1;4;2;Israel;1;Israel;1;PyTorch, SQL, Kubernetes;1;5;13;8/9/2024;12/11/2024;1885;7;11
AI00222;17;285880;2;2;2;Netherlands;1;Canada;2;SQL, Linux, Tableau, MLOps, Spark;3;18;13;15/4/2024;8/5/2024;1537;9.2;14
AI00223;1;115263;3;2;1;United Kingdom;1;United Kingdom;2;Mathematics, Hadoop, Scala, NLP, Kubernetes;2;3;11;25/1/2025;22/2/2025;1423;6.9;13
AI00224;19;51882;1;2;4;China;3;China;2;Scala, R, SQL;1;3;1;7/2/2024;23/3/2024;1379;9;6
AI00225;11;82051;3;3;2;Germany;2;Canada;3;Java, Python, MLOps, Docker;3;2;15;20/4/2025;24/5/2025;1220;6.1;9
AI00226;16;122331;3;3;4;Canada;1;Canada;1;SQL, NLP, Python;4;5;6;8/2/2025;7/3/2025;503;5.7;8
AI00227;3;159643;2;4;2;United States;3;United States;3;Data Visualization, Linux, GCP, Hadoop;3;5;14;27/1/2024;3/3/2024;951;5.3;15
AI00228;19;254305;3;2;4;United Kingdom;2;United Kingdom;2;Hadoop, Python, Linux, Mathematics;2;15;15;9/3/2024;26/3/2024;1534;9.4;10
AI00229;9;52027;3;1;4;South Korea;2;South Korea;3;Kubernetes, Linux, Tableau, MLOps, Statistics;3;2;10;18/4/2024;18/5/2024;2036;5.7;10
AI00230;20;43072;1;2;2;India;3;United Kingdom;3;Docker, PyTorch, Spark, TensorFlow, NLP;1;0;6;15/1/2025;10/3/2025;700;8.3;2
AI00231;19;87011;3;1;2;France;1;India;2;Tableau, Linux, PyTorch, Java, AWS;4;4;2;30/3/2025;13/5/2025;2261;8.5;16
AI00232;4;36734;3;2;1;China;3;China;3;Azure, Python, Mathematics;3;1;9;11/10/2024;14/11/2024;1214;9.2;12
AI00233;13;84897;3;3;2;Ireland;1;Ireland;1;TensorFlow, Linux, Deep Learning, Hadoop;1;3;7;7/10/2024;12/12/2024;2463;5.9;8
AI00234;4;173839;3;1;3;United States;2;United States;3;TensorFlow, Azure, Tableau, Data Visualization, Hadoop;2;5;14;4/2/2025;26/3/2025;2409;5.1;9
AI00235;16;59357;3;1;2;South Korea;1;Israel;1;NLP, Tableau, Kubernetes, SQL, GCP;3;0;14;22/3/2024;13/4/2024;2247;8.5;5
AI00236;11;51431;3;3;3;Austria;2;United Kingdom;3;Scala, Python, Data Visualization;1;0;13;20/6/2024;20/7/2024;2424;8.7;3
AI00237;7;96506;3;1;3;Ireland;3;Ireland;3;Hadoop, Spark, Kubernetes, Scala;4;5;9;3/7/2024;27/7/2024;2137;8.6;15
AI00238;9;59198;1;4;2;Canada;3;Switzerland;2;Linux, Kubernetes, Data Visualization, TensorFlow, Docker;3;1;3;27/4/2025;9/6/2025;2008;5.6;1
AI00239;14;223757;1;1;3;Germany;3;Germany;1;Git, Statistics, Data Visualization, Python, Scala;4;12;6;29/3/2025;28/5/2025;1269;7.3;6
AI00240;12;74322;3;2;2;France;1;France;1;Hadoop, Spark, Tableau, R, Python;2;1;15;16/12/2024;8/1/2025;2090;7.9;10
AI00241;19;120749;3;4;3;United States;2;Netherlands;2;TensorFlow, MLOps, Kubernetes, SQL, Java;1;2;2;1/7/2024;30/8/2024;1860;6.5;2
AI00242;17;138212;3;4;4;Finland;3;Finland;2;Hadoop, Azure, Java, MLOps;3;15;12;19/2/2024;25/3/2024;1176;5.6;2
AI00243;20;199039;3;3;2;Canada;3;Canada;1;Git, Docker, Statistics, Mathematics;3;15;5;19/9/2024;16/10/2024;1566;6.2;7
AI00244;6;105699;3;1;2;Singapore;3;Sweden;1;Spark, Git, Hadoop;4;6;4;11/2/2025;23/3/2025;593;6.6;9
AI00245;19;38497;3;2;1;Japan;3;Japan;3;Python, Mathematics, PyTorch, Spark;2;0;9;6/3/2025;9/5/2025;2043;7.7;2
AI00246;3;63141;3;3;1;Japan;3;Japan;3;R, Azure, MLOps;1;3;8;9/12/2024;8/2/2025;1662;5.2;7
AI00247;6;87871;3;4;1;Austria;1;United Kingdom;3;Git, Statistics, Mathematics, Hadoop, Java;3;9;8;2/2/2025;16/4/2025;906;9.1;9
AI00248;19;255678;1;3;1;United States;2;Australia;1;SQL, Statistics, Mathematics, TensorFlow, GCP;2;18;6;12/4/2024;8/6/2024;2029;7.3;6
AI00249;9;132056;3;3;3;Netherlands;3;Netherlands;1;Java, Azure, Tableau, Python;3;7;11;5/10/2024;23/10/2024;1085;6.5;8
AI00250;4;146085;3;2;1;United States;2;United States;3;Git, Scala, NLP, Python;1;6;13;9/11/2024;14/1/2025;1642;6.4;9
AI00251;10;85037;3;1;4;Sweden;2;Sweden;2;PyTorch, Python, Deep Learning, SQL, MLOps;3;3;13;17/10/2024;5/12/2024;931;8;12
AI00252;3;42661;3;3;2;Ireland;2;Ireland;1;Python, Linux, Tableau, SQL, MLOps;2;1;15;25/12/2024;13/1/2025;783;8;15
AI00253;12;119706;3;4;4;Israel;1;Israel;2;TensorFlow, Hadoop, Python, Java, Docker;1;7;13;13/9/2024;6/10/2024;2429;5.9;15
AI00254;8;110064;3;3;3;Finland;2;Singapore;3;PyTorch, Java, Kubernetes;2;10;8;10/10/2024;17/12/2024;546;9.8;1
AI00255;19;91090;1;2;2;China;2;China;3;Azure, PyTorch, NLP, TensorFlow;1;9;15;28/1/2025;12/2/2025;1136;6.2;4
AI00256;18;80307;1;2;4;France;1;Norway;2;Spark, Java, GCP;3;4;11;28/8/2024;11/10/2024;2097;7.4;7
AI00257;3;107321;3;1;1;Germany;1;Ireland;1;SQL, Python, GCP;3;3;6;4/3/2025;14/4/2025;1012;7.6;13
AI00258;13;59373;1;1;4;Austria;1;Austria;1;Python, GCP, Mathematics, Scala, Deep Learning;4;0;3;17/7/2024;28/8/2024;1833;5.3;1
AI00259;15;65191;3;4;2;France;3;France;1;GCP, Python, Azure, Scala;3;0;7;20/1/2024;21/2/2024;1652;6.5;13
AI00260;20;152969;3;3;2;Austria;1;Austria;1;TensorFlow, PyTorch, Spark;1;16;5;19/4/2025;12/5/2025;1811;8.4;15
AI00261;19;147893;3;1;3;Switzerland;3;Switzerland;2;R, Python, Data Visualization, TensorFlow;1;8;14;5/5/2024;19/6/2024;1746;5.9;14
AI00262;18;69807;2;1;3;United States;1;United States;1;Data Visualization, Scala, Python, SQL, Linux;2;0;6;14/12/2024;31/12/2024;1431;8.4;10
AI00263;5;67824;3;4;4;United Kingdom;1;Switzerland;1;Java, AWS, GCP, Spark;2;0;9;6/5/2024;21/6/2024;1121;9.7;9
AI00264;10;141523;3;3;4;South Korea;1;South Korea;1;AWS, Mathematics, Linux;1;10;5;21/1/2024;24/2/2024;872;9.6;5
AI00265;9;122796;3;2;4;India;1;India;3;Scala, AWS, Spark, Deep Learning;4;9;15;20/8/2024;16/9/2024;1075;5.5;13
AI00266;2;81885;2;3;1;United States;3;United States;1;Scala, GCP, MLOps, Python, Computer Vision;4;3;7;7/12/2024;5/2/2025;1057;9;6
AI00267;9;118505;3;3;4;United Kingdom;2;United Kingdom;2;Scala, Mathematics, MLOps, Python;2;5;2;15/3/2025;17/4/2025;677;8.6;6
AI00268;20;133565;2;1;1;United States;3;South Korea;3;R, Git, Statistics, Spark, Python;3;5;7;21/12/2024;26/2/2025;768;8;3
AI00269;9;60019;3;1;4;United Kingdom;3;United Kingdom;3;Java, Kubernetes, Tableau;4;1;14;11/3/2024;31/3/2024;618;5.2;2
AI00270;16;76875;3;1;1;United States;2;Switzerland;1;Docker, Hadoop, PyTorch, Python, Java;2;0;14;15/4/2024;17/6/2024;1637;8.3;14
AI00271;12;64400;3;2;1;Australia;1;Australia;1;AWS, R, Python;2;1;7;20/10/2024;19/12/2024;1385;8.7;10
AI00272;7;68857;3;3;4;Japan;2;Japan;1;MLOps, Data Visualization, Deep Learning, Python;3;3;11;27/1/2025;23/3/2025;2300;10;13
AI00273;8;97840;3;4;3;Ireland;2;Switzerland;3;R, Linux, AWS;2;7;1;6/6/2024;21/7/2024;1713;7.7;5
AI00274;14;168619;2;3;2;Sweden;1;China;3;Azure, Git, SQL, NLP, Docker;2;18;3;4/7/2024;1/8/2024;2429;7.3;9
AI00275;15;118132;3;3;2;United Kingdom;2;United Kingdom;3;Git, NLP, MLOps;1;8;4;17/12/2024;30/1/2025;2489;8.9;13
AI00276;18;81112;2;2;2;India;3;Canada;3;Java, Git, Data Visualization, SQL, Kubernetes;4;7;10;3/3/2025;29/4/2025;655;7.5;5
AI00277;13;111502;3;3;4;United Kingdom;2;United Kingdom;1;Git, Java, MLOps;3;4;15;31/8/2024;27/10/2024;1184;7.7;10
AI00278;17;151610;3;3;2;United States;1;United States;3;TensorFlow, Kubernetes, Git, Computer Vision, Statistics;1;5;7;3/4/2025;22/5/2025;686;5.3;15
AI00279;14;95128;2;3;2;Austria;1;Austria;3;Linux, Statistics, MLOps, Computer Vision, Deep Learning;2;7;6;15/12/2024;2/1/2025;1905;9.8;14
AI00280;14;136733;3;2;2;United Kingdom;3;United Kingdom;1;Tableau, GCP, SQL, MLOps;4;8;13;21/3/2025;18/5/2025;1291;8.8;12
AI00281;16;69822;3;1;4;China;3;United Kingdom;2;GCP, R, Python, Kubernetes;2;3;1;26/6/2024;4/8/2024;1558;8.9;16
AI00282;15;88380;1;4;4;Switzerland;1;Switzerland;2;Azure, Python, Data Visualization;2;0;14;18/4/2025;8/5/2025;1196;5.3;16
AI00283;17;199482;3;2;3;France;3;France;2;PyTorch, Scala, NLP, GCP;2;18;1;17/2/2025;30/4/2025;1230;5;10
AI00284;12;56268;1;4;4;Austria;3;Austria;2;Java, Hadoop, Deep Learning, TensorFlow;2;4;8;8/3/2025;3/4/2025;1777;6.8;8
AI00285;10;142301;3;4;1;France;2;France;2;Deep Learning, Statistics, Docker;3;12;10;14/3/2024;18/5/2024;972;9.9;6
AI00286;17;178371;3;4;1;India;2;India;1;Spark, Python, Tableau;1;15;7;8/4/2025;20/6/2025;1723;5.2;6
AI00287;8;157412;3;4;1;Israel;3;Israel;2;Tableau, SQL, MLOps, PyTorch;1;12;7;27/6/2024;5/9/2024;900;5.4;2
AI00288;5;250562;3;4;3;Switzerland;3;Switzerland;1;Docker, TensorFlow, Hadoop, Git, Scala;1;12;9;7/2/2025;6/3/2025;2407;7.7;15
AI00289;10;167401;1;1;1;Ireland;2;Canada;2;Tableau, AWS, NLP, Scala;2;14;4;25/12/2024;1/2/2025;1124;8.5;10
AI00290;8;85328;3;3;3;Germany;1;Denmark;1;Git, SQL, Spark, MLOps;2;0;1;25/10/2024;28/11/2024;1225;6;12
AI00291;2;94160;3;4;4;Ireland;3;South Korea;3;Tableau, Linux, SQL, Spark, GCP;1;5;6;5/4/2025;21/5/2025;1064;5.3;13
AI00292;17;147732;3;1;2;Japan;2;Japan;3;Hadoop, SQL, Computer Vision;3;17;7;1/6/2024;17/7/2024;823;7.4;13
AI00293;7;50749;1;4;4;Canada;3;Canada;2;SQL, MLOps, Data Visualization, Scala, Git;3;0;15;28/4/2024;3/6/2024;2177;7.1;1
AI00294;2;222223;3;1;4;Netherlands;2;Netherlands;1;Data Visualization, Hadoop, Scala, AWS;4;19;6;27/4/2024;28/6/2024;2274;7.9;10
AI00295;9;47958;3;1;2;Finland;1;Finland;2;Mathematics, Scala, MLOps, SQL;2;0;15;3/2/2025;26/3/2025;1951;6.4;8
AI00296;11;52877;3;4;1;Israel;1;Israel;2;R, SQL, Scala;4;1;13;22/8/2024;11/9/2024;2471;5.3;16
AI00297;4;138782;3;3;3;Finland;2;Finland;1;Git, AWS, PyTorch;2;19;13;8/2/2025;11/4/2025;1137;6.3;14
AI00298;6;66150;3;4;3;Ireland;3;Ireland;3;Computer Vision, SQL, Java, GCP;3;5;10;3/3/2025;30/4/2025;819;6.4;2
AI00299;18;178470;3;2;4;Australia;1;Singapore;3;Python, TensorFlow, Git, PyTorch, MLOps;4;18;11;16/2/2024;23/3/2024;1577;7.8;13
AI00300;12;62936;3;4;3;China;2;Canada;3;AWS, SQL, Azure;2;3;12;9/10/2024;23/11/2024;1626;9.3;13
AI00301;14;159003;3;4;1;Japan;3;Japan;2;Mathematics, R, MLOps;4;11;3;5/2/2024;31/3/2024;1743;7.7;7
AI00302;8;98694;3;1;3;China;2;China;2;R, Python, Azure, Java;3;15;10;17/5/2024;22/7/2024;957;7.4;13
AI00303;10;50471;3;2;2;China;3;China;3;Kubernetes, Scala, Data Visualization;2;1;14;19/1/2025;26/2/2025;2465;9.1;10
AI00304;5;104460;3;1;4;Sweden;2;Netherlands;1;Deep Learning, Kubernetes, SQL;2;3;5;30/3/2025;3/5/2025;1126;6.6;15
AI00305;19;63711;3;1;4;Australia;2;India;1;Kubernetes, Scala, PyTorch, AWS, Docker;3;0;4;11/8/2024;21/9/2024;540;7.5;12
AI00306;9;64384;3;3;2;Australia;1;Finland;1;Python, Kubernetes, Scala, Linux;4;0;5;23/2/2024;31/3/2024;887;6.3;1
AI00307;1;223296;3;3;4;Denmark;1;Australia;1;Git, Python, Scala, AWS;3;5;12;30/4/2025;26/5/2025;2342;9.2;9
AI00308;7;73372;1;2;3;Finland;2;Finland;2;Hadoop, GCP, MLOps, Statistics;4;9;9;22/2/2024;20/4/2024;2398;8.1;3
AI00309;15;92458;3;2;4;France;2;France;2;Hadoop, Python, Kubernetes;1;3;7;5/5/2024;4/6/2024;1146;8.1;8
AI00310;3;80483;3;2;3;Finland;1;Finland;2;Git, Python, TensorFlow, SQL;2;2;11;2/3/2025;25/3/2025;2022;8.8;6
AI00311;15;71730;3;4;4;China;1;Germany;3;Linux, GCP, Statistics, NLP, Azure;4;2;15;27/4/2024;28/5/2024;1083;9.5;5
AI00312;15;186565;3;3;4;Norway;3;Israel;1;R, Git, Computer Vision;3;19;4;23/4/2025;20/6/2025;1343;6.6;16
AI00313;20;114225;3;4;3;Finland;1;Finland;2;Linux, SQL, PyTorch, NLP, Git;3;9;15;6/6/2024;23/6/2024;729;8.4;10
AI00314;5;160286;3;2;1;Canada;3;South Korea;1;SQL, Computer Vision, Linux, Data Visualization, Git;4;19;12;14/3/2025;24/4/2025;1451;8.9;15
AI00315;13;60957;3;2;2;Ireland;1;Ireland;3;Python, Spark, TensorFlow;4;4;12;24/3/2024;21/5/2024;798;7.8;16
AI00316;7;90148;3;3;1;Canada;2;Canada;2;Java, MLOps, TensorFlow;4;4;3;11/4/2025;7/6/2025;2220;9;8
AI00317;9;105723;3;4;1;Sweden;2;India;2;NLP, SQL, Python;2;5;14;9/12/2024;2/1/2025;744;6.7;5
AI00318;11;388754;3;1;1;Switzerland;1;United States;1;Docker, Python, Mathematics;3;16;11;20/6/2024;11/8/2024;829;8.6;12
AI00319;2;45129;1;2;3;China;2;China;2;Kubernetes, Mathematics, Git, PyTorch;3;1;11;18/2/2025;26/3/2025;550;9.5;16
AI00320;10;68001;3;1;3;France;2;France;3;Python, TensorFlow, Tableau, Linux, Java;3;2;7;24/2/2024;22/4/2024;1983;6.2;7
AI00321;20;51736;3;3;1;Japan;2;India;2;Spark, Data Visualization, SQL, TensorFlow, GCP;3;0;4;9/3/2024;2/5/2024;566;7.3;6
AI00322;11;112035;1;1;1;Canada;1;Canada;2;Python, Mathematics, Deep Learning, TensorFlow, AWS;1;8;6;1/8/2024;31/8/2024;1524;6.6;6
AI00323;10;55619;3;1;4;France;3;France;3;Linux, R, Scala;4;1;6;22/1/2024;5/2/2024;716;9.9;16
AI00324;4;56796;3;1;1;Ireland;2;Ireland;2;Python, TensorFlow, Tableau;1;1;5;11/3/2024;8/5/2024;821;9.4;16
AI00325;20;61808;3;2;1;Sweden;1;Sweden;1;SQL, PyTorch, Azure;3;0;6;26/3/2024;19/5/2024;786;5.4;5
AI00326;2;78751;3;4;4;Singapore;2;Netherlands;3;PyTorch, SQL, Java, Git;3;3;6;7/4/2025;20/5/2025;893;7.7;13
AI00327;1;238449;3;1;2;United States;2;United States;2;Scala, Linux, Docker, Git;1;15;4;15/1/2025;21/2/2025;1595;5.3;7
AI00328;4;81908;3;3;1;Australia;1;Australia;3;Mathematics, PyTorch, Azure;1;0;4;4/4/2025;3/5/2025;1599;5.7;9
AI00329;14;79556;3;1;1;India;2;India;3;Scala, Linux, Python;3;7;5;29/12/2024;19/2/2025;1131;8.7;4
AI00330;17;70609;2;2;4;Canada;2;Denmark;3;Data Visualization, PyTorch, SQL, Computer Vision, GCP;2;1;7;6/3/2025;11/4/2025;1118;8.7;2
AI00331;18;100354;3;2;1;United Kingdom;3;Switzerland;3;Deep Learning, SQL, Data Visualization, NLP, Tableau;3;2;11;15/4/2024;22/5/2024;2134;9;3
AI00332;17;62606;3;1;1;Canada;3;Canada;3;Kubernetes, Java, Computer Vision;3;3;11;24/8/2024;27/9/2024;832;9.6;10
AI00333;17;44279;3;1;2;Israel;3;Austria;1;Tableau, Linux, Java, Kubernetes, Computer Vision;4;1;11;2/5/2024;13/7/2024;539;5;4
AI00334;19;36995;1;4;1;Finland;3;Finland;1;Statistics, Git, Data Visualization;2;0;4;26/2/2025;21/4/2025;1309;8.6;9
AI00335;18;193149;3;2;4;Germany;1;Germany;2;PyTorch, SQL, AWS, Spark;1;15;7;27/7/2024;16/9/2024;1792;9.6;13
AI00336;11;88722;1;3;4;Sweden;3;Sweden;3;R, Kubernetes, TensorFlow, Data Visualization;4;3;6;19/11/2024;17/1/2025;2330;8.2;1
AI00337;11;145098;3;2;4;Netherlands;1;Netherlands;3;TensorFlow, AWS, Git, Azure;3;8;10;24/8/2024;11/10/2024;1349;6;9
AI00338;2;83381;3;1;3;Singapore;3;Switzerland;1;Mathematics, Git, Linux;3;3;12;19/10/2024;29/11/2024;2296;5.2;15
AI00339;7;46591;3;4;4;Japan;2;Japan;3;Python, Data Visualization, Azure;3;1;3;19/8/2024;15/10/2024;690;6.4;10
AI00340;11;99604;3;4;2;Japan;3;Japan;2;PyTorch, Mathematics, Linux;3;11;10;4/1/2024;24/2/2024;849;5;6
AI00341;4;262339;3;1;2;Norway;1;Norway;1;Spark, Statistics, Tableau, Deep Learning;1;12;4;9/8/2024;17/9/2024;1881;5.4;7
AI00342;15;58899;3;2;2;Singapore;3;Canada;2;Kubernetes, AWS, NLP, Git;3;1;14;18/1/2025;11/3/2025;1802;8.3;6
AI00343;19;109939;3;1;2;Denmark;2;Denmark;3;SQL, Tableau, PyTorch, NLP, GCP;4;4;12;31/7/2024;26/9/2024;2145;9.4;3
AI00344;17;32587;3;2;4;Israel;3;United Kingdom;3;Scala, Docker, Data Visualization;2;0;5;6/4/2025;6/5/2025;1031;8.4;12
AI00345;20;102069;3;4;2;Norway;2;Norway;2;Scala, Python, GCP, AWS;1;2;3;19/10/2024;26/11/2024;887;7.4;9
AI00346;6;153376;3;1;4;Finland;3;Finland;1;Tableau, Azure, AWS, Data Visualization;3;12;3;12/8/2024;7/10/2024;1254;8;15
AI00347;7;92574;3;3;2;Switzerland;2;Switzerland;2;SQL, Mathematics, Linux, Scala, Hadoop;4;1;9;6/10/2024;26/11/2024;1951;5.2;6
AI00348;16;92858;1;1;3;Australia;3;Australia;2;Docker, AWS, Computer Vision, MLOps;1;6;9;16/12/2024;29/1/2025;1124;8.9;5
AI00349;11;84172;3;3;1;Germany;1;Israel;1;Docker, Git, Data Visualization;2;1;11;13/8/2024;22/10/2024;2213;6.3;11
AI00350;2;66601;3;3;4;Japan;3;Japan;3;GCP, Linux, R, Scala;3;5;8;23/6/2024;12/8/2024;809;8.5;6
AI00351;11;99818;3;3;1;South Korea;1;South Korea;3;AWS, Spark, Mathematics;3;6;11;3/7/2024;17/8/2024;1210;9.7;12
AI00352;12;96240;1;2;3;China;1;Japan;3;GCP, Java, PyTorch, Mathematics, Computer Vision;2;8;6;21/3/2025;10/5/2025;1105;5.2;15
AI00353;5;72389;3;3;2;Germany;2;Germany;3;Deep Learning, Computer Vision, Tableau, PyTorch;2;2;5;6/5/2024;29/5/2024;2438;6.7;11
AI00354;13;118570;3;2;2;Ireland;1;Austria;1;Python, Hadoop, Azure, Computer Vision;1;8;8;15/1/2025;8/2/2025;2479;8.9;9
AI00355;17;56276;3;4;1;Austria;2;China;1;Python, TensorFlow, Linux;4;3;9;20/10/2024;15/12/2024;2408;9.1;9
AI00356;1;93369;3;3;2;Ireland;3;Ireland;1;Azure, NLP, Scala;2;13;15;22/6/2024;15/8/2024;658;8.8;7
AI00357;9;115634;3;4;2;South Korea;1;India;2;Linux, Hadoop, Spark, Azure;3;9;6;12/1/2025;17/2/2025;639;8.7;7
AI00358;14;215782;3;2;2;Switzerland;2;Switzerland;2;Tableau, SQL, Linux;4;13;10;22/6/2024;18/8/2024;1841;7.8;9
AI00359;6;110858;3;1;4;Denmark;1;Denmark;2;Git, Hadoop, PyTorch, Java;3;4;14;8/1/2024;31/1/2024;1052;5.3;8
AI00360;7;77926;3;4;1;Australia;2;Sweden;1;Kubernetes, Data Visualization, Computer Vision, SQL;4;1;10;28/7/2024;12/8/2024;1269;7;2
AI00361;3;115976;1;1;1;Austria;3;Austria;3;Statistics, GCP, SQL;3;12;9;15/1/2024;23/2/2024;1437;8.8;15
AI00362;18;71134;1;1;4;France;1;France;2;TensorFlow, Data Visualization, Kubernetes, Linux;3;1;12;10/1/2025;11/2/2025;1395;9.2;16
AI00363;8;63231;3;2;1;Germany;1;Germany;2;Statistics, Spark, Data Visualization, Git;2;1;9;12/12/2024;21/2/2025;1631;6.8;13
AI00364;2;96419;2;4;3;Norway;3;United States;1;Docker, Scala, AWS;4;3;2;12/1/2025;9/2/2025;1515;6.5;4
AI00365;9;221235;3;4;3;United Kingdom;2;Australia;1;Kubernetes, Docker, Tableau, Python, Spark;1;13;10;14/4/2024;2/5/2024;2121;7.6;9
